Family,SourceAsset,OriginalPackage,Decision,Reasons,CurrentReferencers,OriginalDirectConsumers,PlaybackAssets
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_LockOnWalk_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_LockOnWalk_L,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordShield_E/Moving/Move/BS_Empire_SwordShield_E_LockOnMove:Properties.SampleData[3].Animation.ObjectPath,
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_LockOnWalk_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_LockOnWalk_R,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordShield_E/Moving/Move/BS_Empire_SwordShield_E_LockOnMove:Properties.SampleData[1].Animation.ObjectPath,
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_NoBattle_Basic_LoopEnd_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_NoBattle_Basic_LoopEnd_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Basic_End_01
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_NoBattle_Basic_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_NoBattle_Basic_Loop_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Basic_Loop_01
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_NoBattle_Basic_Talk_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_NoBattle_Basic_Talk_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Basic_Talk_Loop_01
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_NoBattle_Basic_Talk_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_NoBattle_Basic_Talk_End_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Basic_Talk_End_01
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Run_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Run_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordShield_E/Moving/Move/BS_Empire_SwordShield_E_NormalMove:Properties.SampleData[0].Animation.ObjectPath,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Run_F
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_ShieldSmash,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_ShieldSmash,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_ShieldSmash | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_ShieldSmash_2
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_ShieldStamp,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_ShieldStamp,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_ShieldStamp
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_ShiledCrash,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_ShiledCrash,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_ShieldCrash
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Stand_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Stand_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordShield_E/Moving/Move/BS_Empire_SwordShield_E_NormalMove:Properties.SampleData[1].Animation.ObjectPath,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Falling | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Stand_F | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_StormPass_InnerTrial_Spawn_End | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_StormPass_InnerTrial_Spawn_End_Loop
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Step1
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_GuardCounter_Burst_Step2_New | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Step2
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Step3_1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Step3_1,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Step3_1
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Step3_2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Step3_2,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_GuardCounter_Burst_Step3 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Thrust | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Step3_2 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_ChargeCrash_Thrust
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Step3_3,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Step3_3,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Step3_3
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSting_Stop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSting_Stop,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSting_Stop
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_01_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_01_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo1_Step1 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_01_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_01_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Combo_Step2 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo1_Step2 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_01_Step3,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_01_Step3,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Combo2_Step1 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Combo_Step3 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo1_Step3 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_01_Step4,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_01_Step4,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Combo_Step1 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo1_Step4 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_02_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_02_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo2_Step1 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_02_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_02_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo2_Step2 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_03_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_03_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo3_Step1
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_03_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_03_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo3_Step2
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_03_Step3,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_03_Step3,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_GuardCounter_Burst_Step4 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_Combo2_Step2 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Combo3_Step3 | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_JustGuardCounter_empty_proto | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_BurstStrike
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_Turn_L,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_GuardCounter_Burst_Turn_L | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Turn_L | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_BurstStrike_Turn_F
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_SwordSwing_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_SwordSwing_Turn_R,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_SwordSwing_Turn_R
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Turn_L,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Turn_L
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Turn_L_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Turn_L_180,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Turn_L_180
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Turn_R,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Turn_R
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Turn_R_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Turn_R_180,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Turn_R_180
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_ESwordShield_Walk_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_ESwordShield_Walk_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordShield_E/Moving/Move/BS_Empire_SwordShield_E_NormalMove:Properties.SampleData[2].Animation.ObjectPath,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_ESwordShield_Walk_F | /Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Walk_F
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Elite_M_ESwordShield_Vigilant_FreakOut,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_M_Human_Elite_M_ESwordShield_Vigilant_FreakOut,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Vigilant_FreakOut_Armed
EliteShield_SourceReferences,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Elite_M_ESwordShield_Vigilant_LookAround,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/ESwordShield/ESwordShield_New/CA_M_Human_Elite_M_ESwordShield_Vigilant_LookAround,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_E_Vigilant_LookAround
SharedSourceReferences,/Game/_Art/Enemies/HeinMach/Humanoids/SharedSourceReferences/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Elite_M_PicaClub_DamageFinalBlow,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Elite/Elite_M/Animation/PicaClub/CA_M_Human_Elite_M_PicaClub_DamageFinalBlow,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/EliteShield_SourceReferences/Animations/PlaybackClips/A_EN_PLAY_AC_M_Human_Elite_M_PicaClub_DamageFinalBlow
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_ChargeAttack_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_EmpireHalberd_ChargeAttack_End,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_End_New
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_GuardAttack_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_EmpireHalberd_GuardAttack_01,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Upper
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_GuardAttack_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_EmpireHalberd_GuardAttack_02,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Down
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Smash_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_EmpireHalberd_Smash_End,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Smash_End_New
